landing_id,activity_period,operating_airline,operating_iata,published_airline,published_iata,geo_summary,geo_region,landing_aircraft_type,body_type,aircraft_manufacturer,aircraft_model,aircraft_version,landing_count,total_landed_weight,airline_id,airport_id,runway_id,weather_id,flight_id,pilot_id,delay_id,maintenance_id,aircraft_capacity
12043,202307,Ortega LLC,PCC,"Bryan, Acosta and Jensen",UDW,Domestic,Oceania,Jet,Wide-body,Boeing,737,-900,5,238166,155,155,152,38,8248,953,1962,3851,220
12044,202502,Huff Inc,GIU,"Moore, Moore and Gamble",QMU,International,Europe,Helicopter,Narrow-body,Bombardier,A320,-200,9,162674,332,261,66,84,9541,648,1401,1597,220
12045,202410,"Irwin, Escobar and Gray",KOD,"White, Santana and Klein",VMI,International,South America,Jet,Wide-body,Embraer,A320,-900,10,281884,466,179,142,91,15078,47,374,2763,220
12046,202006,Decker PLC,XOK,Hampton-Smith,BPV,International,Asia,Jet,Wide-body,Embraer,E190,-900,9,64758,422,152,170,73,1270,584,2065,389,200
12047,202504,Miller PLC,NHR,Tate and Sons,DMR,International,Asia,Jet,Wide-body,Bombardier,737,-1000,4,60801,82,145,127,30,19848,623,1954,2357,220
12048,202201,Hoffman-Mitchell,MSA,Frey PLC,IRY,International,South America,Turboprop,Narrow-body,Bombardier,E190,-200,9,156581,408,71,190,68,15995,538,2610,2172,200
12049,202410,Garcia and Sons,FBW,"Smith, Dixon and Ferguson",IOU,Domestic,Europe,Jet,Narrow-body,Airbus,E190,-1000,2,174754,30,231,79,71,14130,878,1585,2101,200
12050,202005,"Hill, Glenn and Parks",PKB,Wade Group,DID,International,Asia,Jet,Wide-body,Airbus,CRJ900,-1000,7,321165,425,264,75,74,893,293,2218,2555,200
12051,202209,Fleming-Olson,HZR,Russell Group,OGI,Domestic,Asia,Turboprop,Wide-body,Embraer,E190,-200,9,143628,341,193,173,6,14021,287,2911,946,250
12052,202206,Curtis-King,AAL,Kennedy-Smith,FDZ,International,Oceania,Jet,Wide-body,Embraer,A320,-800,10,273808,228,298,12,1,9798,973,1646,1881,150
12053,202207,Schultz PLC,NWA,Cruz-Hansen,BBO,Domestic,South America,Turboprop,Wide-body,Airbus,A320,-900,4,274173,496,24,52,41,2180,942,930,1253,250
12054,202005,Lynch-Duncan,DMT,Alvarez-Clark,SFV,International,South America,Helicopter,Wide-body,Embraer,E190,-1000,2,114506,178,41,56,44,1765,596,1620,2602,220
12055,202207,Glass PLC,DRW,Jordan-Miller,XWE,International,Oceania,Helicopter,Narrow-body,Embraer,737,-200,5,323618,241,255,144,20,2832,400,1474,2360,150
12056,202010,Peters Inc,EHQ,"Lynn, Jackson and Carter",KMX,International,North America,Jet,Wide-body,Bombardier,737,-200,2,190512,441,157,147,69,16965,194,1190,2809,220
12057,202203,"Contreras, Thompson and Frye",UPH,"West, Kelly and Marsh",FJI,International,South America,Turboprop,Wide-body,Embraer,A320,-800,9,120578,210,230,149,82,21793,471,701,3968,180
12058,202409,"Martin, Jacobs and Velasquez",YUW,Meza PLC,YJO,International,South America,Jet,Narrow-body,Boeing,A320,-900,3,381437,173,282,93,78,18491,600,1557,3742,250
12059,202012,"Anderson, Ferrell and Shields",RNX,Washington PLC,WLM,Domestic,South America,Turboprop,Wide-body,Embraer,737,-1000,3,73595,383,191,47,72,19842,642,1322,652,220
12060,202304,Wilson-Jones,LJS,Rodriguez-Nolan,IFY,International,Oceania,Turboprop,Narrow-body,Boeing,A320,-900,6,127487,423,3,41,2,12361,156,2346,1480,220
12061,202012,Fernandez and Sons,HNZ,King-Hill,PIY,Domestic,South America,Turboprop,Narrow-body,Boeing,737,-900,6,315076,22,38,3,5,18142,789,1869,189,250
12062,202504,Savage-Perez,HIN,Chapman-Jones,GZM,Domestic,South America,Helicopter,Narrow-body,Airbus,737,-900,5,126662,10,21,15,54,9612,547,668,1742,180
12063,202004,Patterson-Moore,EPA,Santos Inc,PPU,Domestic,Oceania,Helicopter,Narrow-body,Embraer,E190,-800,4,141005,423,262,182,53,18289,529,1565,3164,220
12064,202407,Craig-Allen,VLZ,Ortiz-Chang,TRN,International,Africa,Jet,Wide-body,Boeing,E190,-200,6,65626,223,157,17,36,865,238,368,799,180
12065,202006,Chase Ltd,XMG,"Dunn, Miller and Hall",NXT,International,Africa,Jet,Wide-body,Embraer,CRJ900,-800,9,114154,470,33,166,96,12495,359,1971,2597,250
12066,202107,Cooke and Sons,QNG,Anderson-Edwards,OVP,International,Africa,Helicopter,Wide-body,Boeing,E190,-200,3,387557,117,231,148,60,4914,411,749,2300,250
12067,202304,Allen-Wilson,DHN,Henry-Martin,TSY,Domestic,North America,Helicopter,Narrow-body,Airbus,E190,-200,8,63622,476,85,23,65,15487,668,753,1062,150
12068,202109,Washington Group,LKO,"Wright, Weaver and Campbell",GEG,International,South America,Helicopter,Wide-body,Bombardier,A320,-800,9,362588,139,148,174,5,2129,940,1407,489,180
12069,202406,"Lutz, Cox and Esparza",SYZ,"Ponce, Cooper and Patton",WBG,International,Africa,Jet,Narrow-body,Embraer,CRJ900,-1000,9,70818,334,139,44,7,16651,554,576,3863,200
12070,202309,Turner and Sons,PYX,Brown-Abbott,TNS,Domestic,Africa,Helicopter,Wide-body,Embraer,737,-200,2,204920,475,143,179,41,9063,932,832,3211,200
12071,202303,Wells-Smith,LYN,White Ltd,LPE,International,Oceania,Helicopter,Wide-body,Airbus,CRJ900,-1000,7,242503,102,87,141,84,17562,174,2011,631,220
12072,202503,Glover Ltd,SDS,Rivera Ltd,OUP,Domestic,Asia,Helicopter,Narrow-body,Embraer,E190,-800,4,265417,479,53,180,12,6125,711,2082,2196,250
12073,202501,Johnson Inc,RZE,Washington-Payne,VRP,International,North America,Helicopter,Narrow-body,Embraer,A320,-900,5,121870,383,117,58,62,13926,468,561,731,200
12074,202501,Harrison-Stephens,JYA,"Norton, Clark and Miller",OWV,Domestic,Oceania,Jet,Wide-body,Boeing,A320,-1000,1,319184,182,8,182,32,19120,946,1508,2585,200
12075,202207,"Ewing, Myers and Gonzalez",UAS,Haney Ltd,GRG,Domestic,North America,Helicopter,Wide-body,Bombardier,A320,-1000,7,273226,182,1,67,1,11619,772,2581,4783,250
12076,202311,Collins-Perry,FCM,Smith LLC,IMS,International,Africa,Jet,Wide-body,Boeing,737,-900,4,310422,154,55,170,28,4753,703,238,1620,150
12077,202208,"Washington, Jones and Mooney",CCE,Wallace-Small,ULX,Domestic,Africa,Turboprop,Narrow-body,Embraer,CRJ900,-200,1,52132,164,115,147,87,5187,774,2755,2010,180
12078,202112,"Calhoun, Hernandez and Gomez",AVS,Coleman-Lopez,XAH,Domestic,South America,Jet,Narrow-body,Boeing,CRJ900,-1000,2,99581,295,36,6,93,13338,575,2716,1942,200
12079,202503,"Schneider, Jones and Martin",IUZ,Garcia-Marshall,TJA,Domestic,Europe,Helicopter,Narrow-body,Embraer,737,-1000,9,253552,123,16,56,81,1413,663,1925,2031,250
12080,202312,"Young, Arias and Love",RHF,Alvarez PLC,CAF,International,South America,Turboprop,Narrow-body,Bombardier,CRJ900,-900,8,368978,118,240,5,89,2172,568,2030,1936,180
12081,202102,Frederick Group,XEF,"Banks, Martin and Marshall",OLK,International,Europe,Jet,Wide-body,Embraer,CRJ900,-800,4,278191,482,267,34,62,16816,229,806,3586,250
12082,202503,Villa PLC,HUS,Garrett-Huerta,FYN,International,Africa,Turboprop,Narrow-body,Airbus,E190,-800,4,262024,319,219,103,5,3762,508,621,3180,180
12083,202503,"Campbell, Ramirez and Warren",JUP,Smith-Norman,IPZ,Domestic,Europe,Helicopter,Narrow-body,Embraer,E190,-200,9,254750,455,267,43,43,4300,449,380,3880,150
12084,202205,"Kelly, Nichols and Daniel",ZDK,Ryan-Spence,FQR,International,Asia,Turboprop,Narrow-body,Bombardier,CRJ900,-900,7,252973,452,17,140,35,4543,936,474,687,200
12085,202411,Collier Group,TMF,Garcia Ltd,NFS,Domestic,North America,Helicopter,Wide-body,Airbus,CRJ900,-800,6,196430,262,221,166,11,21183,431,1983,3761,150
12086,202102,"Cuevas, Roberts and Myers",CZW,Ramos Inc,HAL,International,South America,Turboprop,Wide-body,Airbus,737,-200,6,156560,497,17,138,92,11340,253,2792,1092,250
12087,202504,Barnett-Wiggins,CPQ,"Brady, Mitchell and Crane",TWA,International,Africa,Jet,Narrow-body,Boeing,E190,-200,8,187777,439,118,21,83,4493,785,2182,2611,150
12088,202303,Lewis Group,JFZ,Walker PLC,XGQ,International,South America,Helicopter,Wide-body,Airbus,E190,-900,5,69175,63,8,186,49,9511,836,2711,1893,150
12089,202307,Smith-Robinson,QSV,"Hess, Ramos and Ramos",SEL,International,South America,Jet,Wide-body,Embraer,737,-200,8,163404,64,151,62,77,15078,803,257,4910,150
12090,202009,Fernandez-Calhoun,GVB,"Salinas, Jackson and Cooley",YQG,International,Asia,Turboprop,Narrow-body,Boeing,E190,-1000,5,70455,332,207,198,26,21406,760,988,1986,150
12091,202407,Gibson-Martinez,XXZ,"Walton, Roberts and Griffin",TSL,International,Europe,Turboprop,Narrow-body,Embraer,CRJ900,-800,2,285343,222,156,161,57,11678,17,647,3096,150
12092,202504,Downs-Chen,YLG,Palmer LLC,GRW,Domestic,North America,Helicopter,Wide-body,Boeing,E190,-900,10,105362,333,149,174,31,12782,661,327,3360,180
12093,202210,Day Ltd,BRN,Acosta-Johnson,GKB,Domestic,Asia,Jet,Wide-body,Airbus,E190,-1000,1,255351,468,92,84,99,5906,825,2205,2530,150
12094,202409,"Rojas, Ortiz and Garza",ATO,Pugh-Smith,QZL,International,South America,Helicopter,Narrow-body,Bombardier,737,-1000,6,123232,312,245,6,14,570,127,1731,522,150
12095,202306,Johnson Ltd,SUH,"Garza, Morales and Hall",GXN,Domestic,Europe,Jet,Wide-body,Boeing,A320,-200,3,234275,403,89,171,68,3923,819,1937,473,180
12096,202207,Morrow-Ferguson,YQR,Rodriguez-Reese,XTN,International,Oceania,Jet,Narrow-body,Embraer,E190,-900,2,375202,486,280,50,45,13233,89,1950,3745,200
12097,202210,Mann PLC,QWL,Mitchell PLC,NJB,International,Oceania,Jet,Wide-body,Boeing,A320,-900,5,102058,301,181,4,21,13235,769,2127,3758,220
12098,202504,Russo Group,LRZ,Davis-Wise,ONA,International,Africa,Helicopter,Narrow-body,Airbus,737,-900,6,374273,283,154,21,42,13894,38,1745,4536,220
12099,202401,Jones LLC,KUZ,Price-Huang,UFK,Domestic,South America,Helicopter,Narrow-body,Bombardier,A320,-1000,4,323972,149,145,196,56,21986,744,152,51,150
12100,202407,"Beltran, Walker and Parker",OLW,Young-Myers,AOQ,International,North America,Jet,Narrow-body,Boeing,CRJ900,-200,9,305546,18,132,111,87,3828,840,1792,4420,220
12101,202401,"Buckley, Thomas and Anderson",DVD,Torres Inc,LHL,International,Oceania,Turboprop,Narrow-body,Embraer,737,-900,3,191921,486,231,171,48,10113,531,2208,4694,250
12102,202109,Gardner-Lynch,CTR,Bennett and Sons,DTQ,International,Asia,Helicopter,Narrow-body,Airbus,CRJ900,-900,9,388906,478,53,142,24,6737,475,1887,1200,150
12103,202405,"York, Dawson and Jones",WSC,"Campbell, Johnson and Rasmussen",VRM,International,Europe,Turboprop,Wide-body,Boeing,CRJ900,-800,4,340314,477,140,16,52,14289,995,2491,4076,220
12104,202405,"Beck, Ayers and Juarez",DDE,"Cooper, Miles and Rivera",KBO,International,Oceania,Jet,Narrow-body,Bombardier,E190,-900,3,141169,268,288,162,36,13948,864,2275,2354,250
12105,202302,Love-West,XNA,Shaw-Gomez,CNQ,International,Africa,Turboprop,Narrow-body,Boeing,A320,-1000,2,217090,241,183,25,59,19783,733,1333,696,180
12106,202005,Ortiz LLC,WPB,Clark LLC,BHH,International,North America,Jet,Narrow-body,Boeing,CRJ900,-1000,7,179244,107,164,15,28,5541,811,2108,2643,220
12107,202006,"Burns, Evans and Davis",LXJ,Stanley-Marshall,JSF,Domestic,South America,Helicopter,Wide-body,Airbus,A320,-900,10,102854,40,79,156,37,61,809,195,4348,180
12108,202409,"Mclean, Faulkner and Taylor",RDW,Bautista-Hardy,NSU,Domestic,Asia,Turboprop,Wide-body,Bombardier,A320,-900,4,260748,144,288,82,62,8260,689,369,2422,180
12109,202011,Jones Group,ANI,Lee PLC,OFE,Domestic,South America,Helicopter,Wide-body,Embraer,E190,-900,2,146919,160,174,75,33,7959,147,1140,1968,250
12110,202110,"Russell, Harris and Ali",PVW,Scott Ltd,IOI,International,Africa,Helicopter,Wide-body,Airbus,737,-900,3,345383,188,197,58,100,2242,948,555,4513,200
12111,202303,Simmons-Mack,WEV,Kirk PLC,SIO,International,Africa,Jet,Narrow-body,Bombardier,737,-800,6,274100,359,100,154,61,1526,528,806,469,150
12112,202501,Wallace and Sons,PYF,Campbell Inc,SXU,International,Oceania,Jet,Wide-body,Airbus,A320,-900,10,318833,361,266,39,64,10253,57,1257,2131,180
12113,202305,Dean-Harris,CJY,Riley-Martin,KHY,International,Europe,Jet,Narrow-body,Bombardier,737,-900,4,54041,345,136,183,83,9324,927,2099,946,150
12114,202302,Vasquez Group,LKH,"Hill, Wilson and Johnson",GPZ,Domestic,North America,Turboprop,Narrow-body,Bombardier,737,-1000,2,227271,132,249,188,98,11524,38,67,2954,250
12115,202206,Francis Group,UAH,"Rodgers, Best and Carroll",ODJ,Domestic,Asia,Jet,Narrow-body,Bombardier,A320,-1000,9,61357,160,135,8,91,3720,862,1446,2417,220
12116,202208,"Davenport, Richards and Erickson",MQO,Cox-Greene,SWM,International,Asia,Turboprop,Wide-body,Airbus,737,-1000,7,275503,494,281,69,58,4181,825,2237,1254,250
12117,202501,"White, Patel and Hawkins",DMP,"Smith, Miller and Owen",OZH,International,Africa,Turboprop,Wide-body,Boeing,CRJ900,-200,8,306941,110,139,193,28,8585,241,2662,1096,200
12118,202007,Boyd-Ochoa,DMD,"Fowler, Watson and Stephens",OZS,International,Asia,Jet,Narrow-body,Airbus,737,-900,8,312820,264,263,20,97,9531,26,1964,4604,180
12119,202310,Curry PLC,VLC,"Becker, Carey and Strickland",NLC,Domestic,Asia,Jet,Wide-body,Airbus,A320,-900,6,295985,216,199,5,14,16785,718,594,3428,220
12120,202410,Watts-Henderson,CLZ,Skinner Ltd,HMF,International,Oceania,Jet,Narrow-body,Bombardier,A320,-900,5,221467,5,255,81,15,11299,242,1205,3734,180
12121,202405,Morris-Lyons,KDB,Mack-Berry,JOX,International,Oceania,Turboprop,Wide-body,Boeing,E190,-900,2,356849,485,291,179,42,20907,717,298,4041,250
12122,202410,Martin-Schmidt,GRK,"Atkinson, Campbell and Braun",YOX,International,Europe,Helicopter,Narrow-body,Boeing,A320,-900,3,295390,323,237,10,46,529,958,1311,3879,250
12123,202410,Walker-Smith,CEH,Herman PLC,XBO,International,Africa,Turboprop,Narrow-body,Bombardier,CRJ900,-200,5,129584,18,72,101,97,1077,831,719,4987,200
12124,202007,"Barnes, Marshall and Rasmussen",FCW,Campbell-Carter,HUL,International,Africa,Jet,Narrow-body,Embraer,CRJ900,-900,2,58100,206,232,57,24,7690,59,2367,3049,250
12125,202301,Obrien LLC,PSA,Peck-Ramirez,VKR,Domestic,Asia,Helicopter,Wide-body,Airbus,737,-1000,6,120535,156,243,193,60,15666,387,2108,2702,250
12126,202111,Holloway Inc,GWR,"Coleman, Ward and Jones",VPP,International,Africa,Jet,Narrow-body,Embraer,A320,-800,8,66755,156,77,14,39,1229,846,2275,1496,200
12127,202502,Evans-Thompson,HSW,"Smith, Butler and Cruz",AJO,International,South America,Helicopter,Wide-body,Embraer,737,-1000,7,335453,106,199,95,28,20993,82,1791,3817,150
12128,202301,Lopez Ltd,HJO,Blackwell-Donovan,FRT,International,Oceania,Helicopter,Wide-body,Embraer,A320,-800,8,153929,290,169,27,15,3632,864,2448,2380,220
12129,202212,Adams LLC,ORH,Anderson Inc,ZSV,Domestic,Europe,Jet,Narrow-body,Airbus,E190,-1000,8,297736,292,153,126,88,21490,951,599,2838,150
12130,202103,Graham Ltd,SWD,Rhodes and Sons,DQF,Domestic,North America,Jet,Wide-body,Embraer,CRJ900,-1000,6,324773,103,292,95,41,13886,113,1767,1878,200
12131,202108,"Clark, Gomez and Kelly",JYV,Schwartz-Rodriguez,VPD,International,North America,Jet,Narrow-body,Boeing,E190,-1000,8,153671,275,248,179,66,18511,381,2683,1896,150
12132,202310,"Schultz, Hall and Rosales",DJA,Mccormick-Howard,WED,Domestic,North America,Helicopter,Narrow-body,Bombardier,737,-200,4,154084,316,124,42,99,21950,483,1411,288,180
12133,202210,Cervantes-Suarez,UPV,Hayden-Lucas,YLM,International,Oceania,Jet,Narrow-body,Bombardier,737,-800,4,365464,443,229,47,20,18366,797,2383,975,250
12134,202111,Carpenter LLC,ECW,Browning Group,IJN,Domestic,Europe,Jet,Wide-body,Airbus,E190,-900,10,333897,193,104,158,72,11068,365,1997,4550,200
12135,202207,Kaufman Group,ILM,Carter Inc,IJO,International,Africa,Jet,Narrow-body,Airbus,CRJ900,-800,4,388684,384,156,101,20,20618,252,14,3834,250
12136,202412,Thompson Inc,KCU,Stevens Group,ZWQ,International,North America,Jet,Wide-body,Bombardier,CRJ900,-1000,2,354448,23,117,16,9,7549,294,1548,2198,250
12137,202007,"Moreno, Jordan and Hansen",YCB,Navarro and Sons,BHB,International,Africa,Turboprop,Narrow-body,Airbus,E190,-900,10,121270,49,144,133,43,5167,553,1668,4762,180
12138,202008,"Sharp, Jenkins and Vasquez",NYR,"Clayton, Thompson and Young",DRN,Domestic,North America,Helicopter,Wide-body,Bombardier,A320,-900,6,370022,369,286,152,22,14288,182,473,4026,180
12139,202105,"Morrison, Owens and Perkins",BPB,"Bailey, Castro and Bass",TMY,Domestic,Africa,Jet,Wide-body,Bombardier,CRJ900,-200,10,154669,483,250,123,77,14719,403,29,4462,150
12140,202410,"Garcia, Campbell and Poole",OMM,Rowe-Taylor,SLW,Domestic,North America,Turboprop,Narrow-body,Embraer,CRJ900,-800,3,384044,484,39,39,3,17565,71,761,4966,250
12141,202409,Johnson-Bauer,VWI,Brown Group,XIN,International,Africa,Turboprop,Wide-body,Embraer,CRJ900,-900,3,201111,171,46,15,16,4982,409,2396,686,180
12142,202012,"Stephens, Holmes and Klein",ABR,Mendoza Ltd,WUA,International,North America,Jet,Wide-body,Boeing,E190,-800,3,156655,357,194,76,54,8227,399,1896,752,200
12143,202007,Morris LLC,WLQ,"Love, Ingram and Cox",HIT,International,North America,Jet,Narrow-body,Embraer,CRJ900,-800,8,236889,370,203,43,44,19422,640,2135,2671,200
12144,202301,Oneal and Sons,LSM,"Jackson, Beltran and Jones",TXJ,Domestic,Africa,Jet,Wide-body,Bombardier,E190,-900,6,221488,104,199,17,24,6500,113,1807,3227,180
12145,202101,Soto PLC,ZJQ,Fitzgerald-Saunders,KKI,Domestic,South America,Helicopter,Narrow-body,Boeing,737,-800,8,365292,483,106,156,63,7928,881,1740,1796,220
12146,202007,Shaw-Brooks,IHR,Martin LLC,ZNB,Domestic,South America,Turboprop,Narrow-body,Boeing,737,-200,10,203117,356,153,27,2,5129,306,2673,4051,200
12147,202101,Gallagher-Davidson,SMT,Cantu-Hanson,GSP,Domestic,Africa,Jet,Wide-body,Airbus,E190,-900,10,151869,263,108,52,87,5636,162,2049,2349,250
12148,202411,Harvey Ltd,VXE,"Johnson, Davis and Jones",IQE,International,Africa,Helicopter,Narrow-body,Bombardier,A320,-900,2,334549,105,268,131,38,9232,537,2615,2868,200
12149,202207,Murillo Group,ANZ,Payne-Avery,TPA,Domestic,Europe,Jet,Narrow-body,Bombardier,A320,-1000,2,281113,8,176,112,18,2325,350,1715,2967,200
12150,202207,Ballard-Andrews,XWI,Young-Turner,PZB,Domestic,Africa,Jet,Narrow-body,Bombardier,A320,-900,7,156100,348,57,21,35,8322,651,300,3507,250
12151,202105,Little and Sons,HNT,Rodriguez-Fuller,SSP,International,Africa,Helicopter,Narrow-body,Boeing,A320,-800,6,275986,122,87,162,2,1395,462,1347,3157,220
12152,202309,Proctor LLC,JZH,Dawson-Tucker,HVA,International,South America,Jet,Wide-body,Embraer,CRJ900,-800,2,78678,321,73,16,62,3726,512,334,2297,150
12153,202302,Nelson-Wright,XOB,Stone-Hansen,CRL,Domestic,Oceania,Helicopter,Wide-body,Airbus,CRJ900,-900,9,132194,355,192,32,49,2912,449,43,1374,250
12154,202309,"Wright, Smith and Harrington",CVT,"Alexander, Stewart and Cook",JMR,International,Asia,Turboprop,Wide-body,Embraer,737,-1000,4,338916,221,139,30,13,3446,462,2596,2762,200
12155,202310,"Davis, Payne and West",WKE,Campbell-Anderson,VHW,International,South America,Turboprop,Narrow-body,Airbus,E190,-200,8,69351,75,168,125,94,5940,2,2306,581,250
12156,202404,"Miller, Davis and Potter",SUO,"Dixon, Weber and Moore",GKJ,Domestic,Oceania,Jet,Narrow-body,Airbus,CRJ900,-200,2,383120,209,208,187,21,21134,628,948,1211,220
12157,202208,Garrett-Hill,CQD,Wong and Sons,DGW,International,South America,Jet,Wide-body,Boeing,CRJ900,-800,3,153680,111,237,63,49,8087,207,592,1592,220
12158,202310,Lindsey LLC,YYV,"Ellis, Campos and King",KQH,International,Europe,Turboprop,Wide-body,Bombardier,E190,-200,4,111320,477,100,58,14,10100,44,640,3944,200
12159,202101,Schwartz Group,QST,"Baker, Sanchez and Simmons",NRX,International,Africa,Jet,Wide-body,Boeing,CRJ900,-900,10,88540,220,194,146,10,2230,411,1759,1394,200
12160,202305,Long PLC,BMH,Rice-Sanchez,KOP,Domestic,Oceania,Helicopter,Wide-body,Embraer,E190,-1000,7,93585,172,134,105,62,7468,859,2969,4123,220
12161,202308,Gutierrez-Howard,KHD,Medina-Lewis,PFU,Domestic,South America,Jet,Wide-body,Bombardier,737,-800,10,70909,175,64,96,65,6849,249,2448,3262,250
12162,202101,Thomas-Oliver,EKA,"Smith, Anderson and Wilson",ZHV,Domestic,Africa,Helicopter,Wide-body,Airbus,737,-900,6,67987,118,190,107,30,8786,111,1154,627,180
12163,202312,"Williams, Johnson and Clark",ZWS,Ryan-Banks,FAL,International,North America,Jet,Wide-body,Boeing,CRJ900,-900,3,168002,101,147,16,63,15245,13,1807,3853,200
12164,202405,"Rivera, Mendez and Dudley",JUG,Contreras LLC,AXR,Domestic,North America,Helicopter,Wide-body,Bombardier,E190,-1000,7,192163,405,210,144,3,21807,963,2430,3966,150
12165,202109,Walter-Johnston,BAY,"Jenkins, Woods and Rhodes",ZUW,International,North America,Turboprop,Wide-body,Airbus,A320,-900,6,365638,451,291,41,2,20075,775,44,1106,220
12166,202205,Jones and Sons,ODD,Haynes-Roman,XWT,International,North America,Jet,Narrow-body,Embraer,CRJ900,-200,4,64725,334,128,53,95,18866,538,1221,1572,250
12167,202405,Bailey Ltd,KNS,Logan-Mcdonald,KGW,International,Asia,Turboprop,Wide-body,Bombardier,E190,-1000,8,317054,238,298,146,82,12692,844,2238,4162,200
12168,202308,"Schmitt, Torres and Gardner",JUK,"Murphy, Walters and Price",KGP,International,Africa,Jet,Wide-body,Bombardier,E190,-200,2,359070,374,52,148,76,18980,815,800,312,150
12169,202107,Wilson and Sons,LWH,Peterson-Price,HTY,International,Oceania,Jet,Narrow-body,Airbus,CRJ900,-800,5,247095,85,61,94,10,5633,444,2836,3545,220
12170,202012,"Smith, Barker and Johnson",UBE,Reese Ltd,RYN,Domestic,North America,Jet,Narrow-body,Bombardier,E190,-1000,1,96299,121,81,169,64,20334,807,2565,4814,180
12171,202105,Chen PLC,QXK,"Roberts, Hayden and Kirk",BKF,International,Europe,Helicopter,Wide-body,Bombardier,A320,-200,9,373369,400,142,99,32,12087,920,2935,1493,200
12172,202111,"Davis, Wise and Hamilton",PDY,Calderon-Porter,QAV,Domestic,South America,Jet,Narrow-body,Bombardier,A320,-200,10,302752,413,51,42,80,21396,114,712,3715,250
12173,202304,"Payne, Parrish and Curtis",FAD,"Lewis, Davis and Maldonado",ZSD,International,North America,Helicopter,Wide-body,Boeing,A320,-900,6,64098,285,54,151,57,21599,550,388,1641,150
12174,202102,Brown Group,TPN,White Ltd,IUW,International,Oceania,Turboprop,Narrow-body,Airbus,A320,-900,3,368709,465,253,136,4,15587,109,2472,1804,250
12175,202306,White-Hoffman,RBX,Rivera Ltd,QDM,Domestic,Oceania,Jet,Narrow-body,Airbus,A320,-800,9,366896,68,199,33,100,4411,233,2926,2220,150
12176,202104,"Clayton, Ryan and Herrera",NFU,Robinson Group,SWL,Domestic,South America,Turboprop,Wide-body,Boeing,CRJ900,-200,3,213825,188,293,39,6,21830,798,1742,2117,180
12177,202302,Lopez-Wells,NFL,Beck and Sons,LNZ,International,Africa,Turboprop,Wide-body,Bombardier,737,-200,4,352567,404,86,140,81,17010,32,1570,1750,220
12178,202204,Glover-Reed,NPU,Bell-Adams,AYI,International,North America,Helicopter,Narrow-body,Bombardier,CRJ900,-900,3,242729,489,56,11,92,17745,958,1027,2962,200
12179,202110,Hernandez-Ballard,YKU,"Bowen, Wells and Roberts",JRG,International,Africa,Helicopter,Wide-body,Airbus,E190,-900,3,134892,142,97,152,25,1743,223,2066,2440,180
12180,202309,"Howell, Harris and Ramirez",WFO,Henderson and Sons,BCO,Domestic,North America,Jet,Narrow-body,Boeing,E190,-1000,4,218686,374,289,129,72,21143,891,1433,3681,200
12181,202504,Herrera Inc,GRJ,Harding PLC,PVG,Domestic,Africa,Turboprop,Narrow-body,Airbus,E190,-1000,5,347857,186,280,189,69,14948,251,812,2688,200
12182,202203,"Brewer, Rangel and Miller",TQI,"Vasquez, Young and Armstrong",GZQ,Domestic,South America,Jet,Wide-body,Embraer,A320,-1000,6,319423,265,153,93,56,2979,719,2310,1900,200
12183,202103,"Jones, Stout and Miles",FRU,"Lopez, Flores and Clark",PTX,Domestic,Europe,Helicopter,Wide-body,Boeing,E190,-800,5,171868,160,79,189,54,13200,863,2355,2188,150
12184,202308,Atkins and Sons,MRQ,Martin Inc,VNK,Domestic,North America,Jet,Wide-body,Boeing,A320,-1000,10,264897,162,144,161,15,218,671,132,4025,220
12185,202403,"Fox, Bennett and Aguilar",WZG,"Winters, Oconnell and Donovan",FBJ,Domestic,Oceania,Helicopter,Narrow-body,Boeing,E190,-1000,2,103600,339,112,38,12,8076,624,2952,1537,250
12186,202407,Cruz-Horne,YQE,Morrison and Sons,JOX,Domestic,Europe,Jet,Wide-body,Airbus,737,-900,2,357367,150,108,94,86,12747,6,1339,1070,180
12187,202102,"Jones, Cobb and Dean",TFG,Cordova Inc,OQG,International,Africa,Turboprop,Narrow-body,Bombardier,737,-1000,2,300433,450,141,190,33,18326,765,2163,4761,250
12188,202209,"Nash, Herrera and Yang",OXR,Gibbs PLC,UYA,Domestic,North America,Turboprop,Narrow-body,Airbus,E190,-1000,10,155455,270,222,129,22,12746,328,2802,3579,150
12189,202206,Moran Inc,MFV,Mckay and Sons,VGK,International,Europe,Turboprop,Wide-body,Airbus,E190,-900,7,180248,316,13,113,63,10530,475,2873,1031,150
12190,202009,"Johnson, Elliott and Moss",AXM,Jenkins-Brown,WVC,International,South America,Jet,Wide-body,Bombardier,E190,-800,9,152154,304,19,46,99,12675,190,1011,3949,250
12191,202207,Mcpherson-Meyers,OTU,"Roman, Moore and Ortiz",VDN,Domestic,South America,Turboprop,Wide-body,Bombardier,737,-900,5,206377,250,99,61,29,18988,924,2908,3490,220
12192,202303,Thomas-Harper,LGH,Greene-Nelson,JTA,International,Africa,Turboprop,Narrow-body,Airbus,E190,-200,9,292527,33,91,145,42,20713,648,1434,294,250
12193,202305,"Ortiz, Jackson and Henderson",UAQ,Moran-Bass,BFP,International,North America,Jet,Narrow-body,Boeing,A320,-200,1,278700,173,54,170,13,13468,348,2298,1799,150
