Maintenance ID,Aircraft ID,Maintenance Date,Maintenance Technician,Maintenance Description,Maintenance Cost
12649,425,2016-06-10,Tech_80,Engine check,11991.45
12650,2518,2013-09-24,Tech_305,Avionics upgrade,38888.87
12651,2608,2020-01-20,Tech_196,Avionics upgrade,46485.6
12652,1501,2015-06-01,Tech_169,Engine check,12288.35
12653,1723,2011-04-07,Tech_160,Routine,30975.59
12654,1961,2019-09-19,Tech_99,Avionics upgrade,39361.42
12655,235,2024-05-16,Tech_119,Routine,48819.25
12656,830,2015-08-16,Tech_462,Landing gear,48775.93
12657,1750,2020-01-14,Tech_146,Routine,7984.28
12658,74,2016-05-04,Tech_431,Engine check,31573.97
12659,263,2010-09-17,Tech_479,Avionics upgrade,47669.02
12660,458,2017-08-24,Tech_443,Engine check,11696.42
12661,733,2014-08-28,Tech_286,Engine check,31169.55
12662,1723,2021-06-03,Tech_360,Routine,21590.54
12663,2197,2012-03-27,Tech_82,Avionics upgrade,19542.46
12664,151,2013-10-16,Tech_448,Avionics upgrade,25325.45
12665,1946,2020-12-25,Tech_473,Routine,46491.11
12666,2311,2022-04-11,Tech_345,Landing gear,36740.23
12667,39,2010-06-28,Tech_406,Engine check,3350.24
12668,2662,2022-10-28,Tech_187,Engine check,28693.15
12669,1275,2016-05-28,Tech_460,Engine check,36202.81
12670,1329,2016-08-03,Tech_387,Avionics upgrade,7421.76
12671,807,2011-10-13,Tech_366,Routine,36151.56
12672,635,2013-11-14,Tech_189,Engine check,47988.08
12673,2656,2019-07-17,Tech_352,Avionics upgrade,13395.83
12674,2170,2016-01-15,Tech_43,Landing gear,37105.66
12675,2398,2020-12-10,Tech_438,Routine,16361.25
12676,1992,2011-12-02,Tech_200,Engine check,21460.28
12677,2938,2021-09-19,Tech_204,Avionics upgrade,29245.35
12678,2191,2018-10-28,Tech_177,Avionics upgrade,14540.07
12679,1043,2012-08-02,Tech_35,Avionics upgrade,3658.43
12680,2065,2016-08-26,Tech_180,Routine,6604.8
12681,2363,2021-04-02,Tech_347,Landing gear,48426.34
12682,1379,2015-05-26,Tech_347,Routine,45146.45
12683,617,2018-12-28,Tech_418,Routine,38178.84
12684,1415,2018-05-14,Tech_446,Routine,18824.91
12685,1056,2016-02-11,Tech_399,Engine check,16523.31
12686,774,2011-10-13,Tech_460,Avionics upgrade,11135.46
12687,251,2023-05-19,Tech_375,Landing gear,11171.19
12688,2466,2012-10-13,Tech_361,Avionics upgrade,23015.11
12689,181,2023-01-23,Tech_131,Routine,27525.16
12690,1930,2019-12-06,Tech_342,Routine,24725.72
12691,118,2012-03-06,Tech_5,Avionics upgrade,29227.58
12692,1132,2018-03-24,Tech_6,Avionics upgrade,18989.03
12693,2501,2018-07-27,Tech_40,Engine check,35097.42
12694,1458,2010-01-01,Tech_32,Engine check,25082.34
12695,690,2021-07-08,Tech_120,Landing gear,6257.06
12696,2206,2013-06-15,Tech_23,Landing gear,38488.84
12697,327,2021-05-01,Tech_215,Engine check,40076.56
12698,2927,2011-01-04,Tech_214,Routine,10724.46
12699,1830,2013-04-13,Tech_266,Avionics upgrade,49971.87
12700,2177,2023-08-08,Tech_30,Landing gear,20924.93
12701,276,2020-11-23,Tech_279,Routine,16252.7
12702,1188,2023-02-04,Tech_461,Routine,35075.95
12703,241,2024-09-01,Tech_346,Avionics upgrade,12584.75
12704,1284,2011-03-23,Tech_459,Landing gear,36230.86
12705,2086,2016-10-30,Tech_213,Routine,18034.18
12706,2859,2015-04-22,Tech_127,Landing gear,20594.85
12707,2349,2014-06-27,Tech_113,Engine check,1368.56
12708,415,2016-12-27,Tech_42,Landing gear,49585.38
12709,1265,2014-06-08,Tech_142,Avionics upgrade,33075.03
12710,539,2017-01-24,Tech_228,Avionics upgrade,40021.16
12711,819,2013-12-30,Tech_321,Landing gear,22572.09
12712,553,2020-10-30,Tech_118,Landing gear,10551.67
12713,2715,2015-08-03,Tech_445,Engine check,33587.53
12714,1900,2012-01-23,Tech_257,Routine,15901.99
12715,637,2014-05-05,Tech_317,Landing gear,6869.75
12716,1968,2020-02-04,Tech_175,Landing gear,41624.25
12717,2178,2010-08-19,Tech_496,Routine,15016.51
12718,2602,2010-09-03,Tech_429,Avionics upgrade,12523.74
12719,896,2016-06-14,Tech_108,Engine check,31700.26
12720,1410,2013-02-17,Tech_165,Landing gear,25051.69
12721,860,2011-10-05,Tech_253,Avionics upgrade,24430.33
12722,146,2016-03-27,Tech_494,Landing gear,17166.86
12723,914,2012-05-16,Tech_149,Landing gear,10493.75
12724,1091,2023-10-30,Tech_304,Engine check,28676.16
12725,826,2016-04-21,Tech_210,Avionics upgrade,17332.36
12726,1423,2015-09-03,Tech_52,Routine,32987.7
12727,1883,2022-03-16,Tech_140,Routine,33617.45
12728,811,2024-08-10,Tech_134,Engine check,49583.08
12729,2388,2018-08-18,Tech_202,Avionics upgrade,8622.62
12730,2173,2010-08-27,Tech_434,Engine check,43002.83
12731,1675,2010-02-19,Tech_198,Avionics upgrade,10122.84
12732,2217,2016-03-01,Tech_38,Landing gear,40904.44
12733,1212,2014-05-11,Tech_339,Routine,45477.1
12734,933,2020-01-15,Tech_492,Engine check,43738.91
12735,2087,2013-09-24,Tech_244,Landing gear,22114.37
12736,2713,2023-06-26,Tech_131,Avionics upgrade,17155.05
12737,543,2024-11-14,Tech_227,Avionics upgrade,27526.54
12738,2816,2023-05-07,Tech_411,Engine check,30613.22
12739,899,2024-01-21,Tech_290,Landing gear,8686.33
12740,533,2012-10-08,Tech_496,Routine,26315.29
12741,2122,2011-09-13,Tech_29,Routine,32479.58
12742,2519,2020-06-28,Tech_159,Avionics upgrade,29396.23
12743,96,2012-04-11,Tech_318,Engine check,6305.81
12744,871,2017-01-02,Tech_324,Routine,33650.77
12745,502,2013-02-26,Tech_62,Engine check,11210.56
12746,1567,2022-01-29,Tech_469,Routine,39332.78
12747,1676,2017-11-04,Tech_247,Routine,10415.44
12748,2743,2023-09-21,Tech_272,Avionics upgrade,12914.04
12749,2288,2018-12-05,Tech_334,Avionics upgrade,4333.49
12750,2908,2016-10-24,Tech_125,Engine check,32845.95
12751,2619,2016-07-09,Tech_499,Landing gear,3271.3
12752,2734,2023-06-10,Tech_343,Avionics upgrade,40899.2
12753,1627,2024-12-28,Tech_452,Landing gear,11272.64
12754,2640,2013-09-25,Tech_105,Landing gear,36528.35
12755,33,2014-05-02,Tech_413,Engine check,19367.25
12756,1940,2019-07-15,Tech_191,Routine,11270.91
12757,2913,2024-03-09,Tech_249,Engine check,7290.55
12758,1221,2018-08-31,Tech_48,Routine,33731.66
12759,1249,2015-05-25,Tech_264,Engine check,31995.63
12760,757,2024-10-22,Tech_385,Landing gear,35985.33
12761,1920,2012-02-23,Tech_123,Engine check,16869.23
12762,1065,2018-02-02,Tech_150,Landing gear,6098.95
12763,296,2024-10-31,Tech_5,Engine check,8989.99
12764,236,2016-04-28,Tech_377,Avionics upgrade,17858.11
12765,686,2023-10-20,Tech_357,Avionics upgrade,10225.01
12766,2861,2012-03-29,Tech_46,Landing gear,6774.96
12767,41,2023-02-21,Tech_236,Avionics upgrade,8876.6
12768,2581,2014-01-05,Tech_463,Routine,43835.66
12769,2262,2010-08-31,Tech_84,Engine check,38887.15
12770,2364,2020-05-12,Tech_366,Engine check,2044.78
12771,368,2019-01-15,Tech_338,Landing gear,48213.99
12772,919,2017-05-10,Tech_9,Routine,46282.79
12773,2837,2010-05-19,Tech_365,Routine,39305.44
12774,825,2021-09-22,Tech_243,Engine check,12896.11
12775,407,2010-03-19,Tech_180,Routine,32598.49
12776,209,2023-10-29,Tech_122,Avionics upgrade,27170.01
12777,1983,2011-06-27,Tech_360,Routine,33743.21
12778,641,2014-10-14,Tech_286,Avionics upgrade,8689.01
12779,2666,2016-10-04,Tech_365,Landing gear,28624.72
12780,1179,2014-09-09,Tech_203,Landing gear,27367.26
12781,1841,2016-05-22,Tech_16,Routine,20165.47
12782,1656,2021-02-10,Tech_390,Engine check,4172.7
12783,182,2022-04-25,Tech_319,Landing gear,14344.74
12784,2434,2022-05-12,Tech_280,Engine check,33648.99
12785,1135,2016-02-20,Tech_196,Routine,43961.2
12786,1700,2022-08-01,Tech_409,Avionics upgrade,42626.56
12787,2313,2020-12-24,Tech_234,Landing gear,24950.02
12788,69,2023-09-22,Tech_392,Engine check,20720.85
12789,1061,2022-07-31,Tech_352,Routine,19520.29
12790,2460,2018-11-03,Tech_135,Routine,44136.29
12791,922,2015-04-13,Tech_473,Engine check,23420.6
12792,2125,2010-11-10,Tech_492,Engine check,33437.81
12793,1072,2023-08-26,Tech_449,Avionics upgrade,5622.8
12794,2838,2010-08-03,Tech_210,Routine,5671.4
12795,35,2021-03-01,Tech_222,Landing gear,46909.75
12796,1446,2016-05-26,Tech_281,Engine check,26690.94
12797,2368,2018-07-02,Tech_330,Avionics upgrade,20223.75
12798,630,2020-01-19,Tech_76,Avionics upgrade,38304.99
12799,356,2024-12-07,Tech_410,Avionics upgrade,21431.36
12800,141,2024-09-18,Tech_47,Avionics upgrade,20971.17
12801,2932,2020-07-04,Tech_183,Routine,16674.28
12802,2148,2013-11-30,Tech_312,Engine check,1556.18
12803,2611,2016-09-24,Tech_354,Landing gear,23429.97
12804,2814,2011-03-15,Tech_413,Landing gear,20941.75
12805,1209,2019-07-24,Tech_157,Engine check,28074.5
12806,314,2013-05-04,Tech_420,Avionics upgrade,13166.4
12807,485,2023-08-18,Tech_328,Landing gear,44365.17
12808,195,2015-09-04,Tech_95,Engine check,15518.83
12809,116,2017-02-26,Tech_371,Routine,45985.05
12810,2968,2011-10-11,Tech_298,Avionics upgrade,48795.39
12811,424,2013-01-01,Tech_441,Avionics upgrade,17647.3
12812,1043,2021-04-25,Tech_232,Routine,34386.62
12813,2378,2012-04-26,Tech_116,Landing gear,7509.45
12814,1771,2017-04-07,Tech_108,Avionics upgrade,36819.46
12815,1216,2019-07-27,Tech_342,Routine,13003.59
12816,1331,2010-10-22,Tech_217,Landing gear,38651.87
12817,2489,2014-02-26,Tech_64,Avionics upgrade,17183.59
12818,666,2024-06-18,Tech_311,Landing gear,45577.58
12819,383,2017-03-30,Tech_212,Routine,40345.35
12820,2854,2020-05-16,Tech_428,Landing gear,14584.65
12821,2317,2010-10-09,Tech_272,Landing gear,35209.76
12822,2173,2022-04-26,Tech_330,Engine check,34740.94
12823,351,2019-11-25,Tech_73,Landing gear,46943.69
12824,2233,2019-09-20,Tech_240,Engine check,21671.71
12825,2291,2013-06-22,Tech_50,Routine,37487.13
12826,1773,2021-02-05,Tech_220,Routine,6174.48
12827,707,2013-04-03,Tech_77,Avionics upgrade,33145.71
12828,2169,2016-05-06,Tech_415,Landing gear,8490.18
12829,1669,2015-06-09,Tech_145,Avionics upgrade,19946.65
12830,1525,2010-11-23,Tech_322,Engine check,30841.14
12831,714,2022-09-02,Tech_193,Engine check,5496.38
12832,1974,2020-09-10,Tech_310,Avionics upgrade,15086.65
12833,622,2013-08-09,Tech_219,Engine check,41740.07
12834,95,2013-10-24,Tech_95,Engine check,12449.57
12835,1884,2023-11-17,Tech_364,Landing gear,7657.73
12836,1575,2022-08-08,Tech_259,Engine check,34255.54
12837,449,2018-10-04,Tech_194,Routine,45306.28
12838,2701,2013-02-15,Tech_320,Landing gear,33831.17
12839,2121,2018-08-30,Tech_431,Routine,3350.15
12840,1033,2020-07-31,Tech_486,Routine,37183.16
12841,140,2011-01-31,Tech_373,Engine check,20943.93
12842,2639,2013-11-01,Tech_122,Landing gear,40459.51
12843,2471,2021-07-09,Tech_252,Engine check,3447.24
12844,2332,2015-04-28,Tech_4,Routine,4382.91
12845,106,2023-04-06,Tech_500,Routine,27319.67
12846,2556,2015-07-01,Tech_476,Avionics upgrade,42528.22
12847,1150,2018-07-10,Tech_231,Engine check,38364.19
12848,2732,2014-03-03,Tech_97,Engine check,11309.04
12849,960,2012-08-06,Tech_471,Routine,27410.33
12850,1460,2022-09-10,Tech_35,Landing gear,28720.34
12851,2062,2021-01-08,Tech_242,Avionics upgrade,14925.39
12852,527,2024-12-24,Tech_252,Avionics upgrade,46304.61
12853,1939,2016-07-20,Tech_450,Landing gear,6484.63
12854,1355,2015-06-07,Tech_192,Landing gear,4877.65
12855,1370,2021-11-11,Tech_446,Avionics upgrade,34395.94
12856,2212,2018-05-19,Tech_153,Engine check,29603.22
12857,496,2018-08-29,Tech_30,Landing gear,49238.06
12858,1989,2020-02-08,Tech_464,Avionics upgrade,48843.33
12859,1220,2017-07-20,Tech_38,Landing gear,38009.13
12860,337,2021-04-19,Tech_109,Landing gear,31994.38
12861,698,2012-08-01,Tech_19,Routine,46653.96
12862,2780,2020-05-22,Tech_242,Engine check,43943.78
12863,1512,2015-08-17,Tech_207,Avionics upgrade,26402.25
12864,2055,2020-10-07,Tech_154,Engine check,6936.02
12865,2041,2020-09-06,Tech_236,Routine,32833.6
12866,2313,2018-07-21,Tech_468,Routine,49939.01
12867,1429,2024-08-12,Tech_385,Engine check,43418.71
12868,1651,2016-08-11,Tech_246,Landing gear,38666.2
12869,1399,2024-01-06,Tech_53,Landing gear,23976.63
12870,1666,2023-09-12,Tech_243,Landing gear,11230.24
12871,2117,2019-07-02,Tech_52,Landing gear,31262.7
12872,363,2010-09-27,Tech_325,Engine check,26780.52
12873,2525,2021-11-21,Tech_19,Landing gear,45368.29
12874,2268,2023-05-17,Tech_272,Routine,11593.02
12875,208,2011-11-10,Tech_500,Engine check,45052.66
12876,2834,2017-12-04,Tech_274,Avionics upgrade,26851.22
12877,1284,2024-06-01,Tech_208,Routine,8023.97
12878,2480,2016-07-14,Tech_174,Landing gear,36417.06
12879,2835,2020-07-19,Tech_309,Landing gear,35188.19
12880,1355,2012-09-17,Tech_380,Landing gear,46697.3
12881,2064,2024-06-17,Tech_242,Routine,38506.55
12882,771,2019-09-22,Tech_331,Routine,19341.87
12883,32,2017-07-18,Tech_211,Landing gear,10238.4
12884,1292,2017-03-18,Tech_10,Avionics upgrade,4317.26
12885,288,2019-02-12,Tech_47,Avionics upgrade,3983.99
12886,556,2019-07-14,Tech_385,Routine,47470.95
12887,165,2022-07-13,Tech_321,Landing gear,21055.96
12888,1310,2023-12-22,Tech_146,Engine check,21797.5
12889,2554,2018-04-10,Tech_472,Avionics upgrade,14789.46
12890,1583,2020-07-21,Tech_302,Avionics upgrade,19584.51
12891,1428,2012-07-14,Tech_60,Landing gear,43034.34
12892,2184,2022-06-20,Tech_197,Avionics upgrade,13558.06
12893,868,2019-07-04,Tech_4,Routine,48547.72
12894,777,2016-01-10,Tech_95,Engine check,6659.96
12895,1961,2023-05-29,Tech_308,Landing gear,8412.31
12896,2063,2011-06-29,Tech_106,Routine,38812.12
12897,542,2011-09-19,Tech_258,Landing gear,17204.97
12898,1550,2017-01-30,Tech_289,Landing gear,24038.76
12899,2027,2017-12-13,Tech_241,Landing gear,38829.4
12900,2535,2018-08-05,Tech_471,Landing gear,14622.45
12901,151,2012-02-23,Tech_372,Avionics upgrade,46477.83
12902,2459,2022-12-02,Tech_81,Avionics upgrade,25461.99
12903,229,2020-10-14,Tech_309,Engine check,11888.83
12904,1752,2015-07-23,Tech_304,Landing gear,33435.21
12905,2186,2019-03-31,Tech_38,Landing gear,21474.59
12906,2212,2020-02-03,Tech_117,Landing gear,44005.15
12907,1284,2018-10-05,Tech_224,Routine,2795.4
12908,2188,2023-02-25,Tech_415,Avionics upgrade,10158.88
12909,1369,2022-06-17,Tech_346,Avionics upgrade,1387.8
12910,2874,2012-12-13,Tech_236,Avionics upgrade,7766.7
12911,1507,2014-08-03,Tech_87,Avionics upgrade,39586.47
12912,2040,2013-09-19,Tech_473,Routine,22516.85
12913,1634,2017-08-18,Tech_391,Routine,34264.7
12914,258,2014-09-30,Tech_237,Routine,42645.87
12915,2416,2015-06-22,Tech_74,Landing gear,5720.57
12916,285,2016-07-06,Tech_412,Avionics upgrade,24020.74
12917,2379,2017-02-02,Tech_321,Avionics upgrade,24474.68
12918,1830,2016-09-16,Tech_496,Avionics upgrade,24719.76
12919,1836,2013-06-10,Tech_39,Avionics upgrade,25922.2
12920,618,2013-04-12,Tech_155,Engine check,42984.36
12921,2771,2013-08-14,Tech_306,Avionics upgrade,4254.22
12922,455,2018-05-05,Tech_101,Avionics upgrade,42073.75
12923,1493,2018-03-07,Tech_424,Routine,17664.14
12924,2522,2012-04-30,Tech_18,Routine,25459.92
12925,1677,2010-09-25,Tech_239,Avionics upgrade,18347.54
12926,1670,2014-09-03,Tech_27,Avionics upgrade,42217.0
12927,2622,2023-08-01,Tech_168,Routine,48683.31
12928,2722,2021-04-18,Tech_251,Avionics upgrade,28079.9
12929,2156,2018-01-13,Tech_316,Routine,46580.78
12930,2073,2021-04-28,Tech_249,Landing gear,38389.0
12931,1549,2013-08-19,Tech_110,Landing gear,24036.3
12932,245,2021-07-28,Tech_117,Engine check,41444.76
12933,1123,2013-08-14,Tech_399,Avionics upgrade,12737.72
12934,1447,2012-07-11,Tech_231,Landing gear,38616.73
12935,388,2020-06-06,Tech_481,Engine check,29304.26
12936,1668,2019-02-02,Tech_400,Avionics upgrade,29865.26
12937,62,2024-02-16,Tech_136,Engine check,38779.45
12938,2714,2017-02-27,Tech_386,Avionics upgrade,45740.3
12939,51,2014-06-04,Tech_79,Engine check,23361.29
12940,2792,2014-11-07,Tech_57,Landing gear,5767.5
12941,1294,2019-12-29,Tech_269,Avionics upgrade,38010.49
12942,1424,2019-10-18,Tech_449,Avionics upgrade,5240.84
12943,2177,2024-08-21,Tech_48,Routine,10075.53
12944,1062,2021-02-27,Tech_11,Landing gear,30936.35
12945,2569,2022-11-13,Tech_291,Engine check,48575.92
12946,1345,2010-01-15,Tech_408,Engine check,5216.81
12947,1874,2015-10-05,Tech_82,Avionics upgrade,47956.39
12948,1238,2015-06-03,Tech_498,Routine,40018.32
12949,1652,2014-12-12,Tech_394,Engine check,34236.97
12950,2455,2024-09-28,Tech_83,Routine,48408.88
12951,2948,2014-10-06,Tech_12,Engine check,35728.85
12952,1858,2016-02-02,Tech_86,Engine check,11634.56
12953,24,2014-11-14,Tech_22,Engine check,16016.36
12954,880,2023-10-15,Tech_478,Engine check,17114.01
12955,2587,2016-06-06,Tech_255,Landing gear,19029.93
12956,2687,2010-11-13,Tech_367,Avionics upgrade,3834.76
12957,1862,2019-09-30,Tech_369,Engine check,1632.51
12958,692,2016-11-12,Tech_66,Avionics upgrade,30445.68
12959,751,2012-10-30,Tech_403,Engine check,33742.64
12960,1164,2020-08-05,Tech_259,Avionics upgrade,46543.12
12961,463,2021-01-23,Tech_86,Landing gear,21831.36
12962,2830,2017-05-28,Tech_487,Engine check,2176.9
12963,710,2018-10-14,Tech_431,Landing gear,6486.87
12964,1053,2012-08-06,Tech_355,Routine,35027.77
12965,1737,2014-02-15,Tech_495,Avionics upgrade,32671.4
12966,1502,2018-11-20,Tech_143,Engine check,4187.42
12967,1606,2021-10-25,Tech_359,Engine check,12557.72
12968,2644,2023-05-11,Tech_356,Landing gear,32827.74
12969,1322,2024-01-13,Tech_105,Landing gear,23443.35
12970,1109,2024-01-31,Tech_154,Landing gear,44925.16
12971,615,2016-02-14,Tech_350,Avionics upgrade,46947.51
12972,655,2018-05-31,Tech_395,Avionics upgrade,5051.27
12973,694,2014-08-31,Tech_393,Routine,44764.91
12974,209,2010-11-02,Tech_238,Engine check,26654.55
12975,1881,2014-03-11,Tech_17,Landing gear,16242.42
12976,2139,2020-09-21,Tech_483,Landing gear,4198.89
12977,2831,2015-01-26,Tech_9,Engine check,18582.64
12978,1679,2012-11-11,Tech_55,Avionics upgrade,18591.4
12979,2033,2017-08-21,Tech_275,Landing gear,49419.47
12980,643,2011-04-12,Tech_128,Avionics upgrade,4899.46
12981,256,2018-04-27,Tech_193,Landing gear,41033.78
12982,533,2010-05-26,Tech_205,Engine check,23917.86
12983,591,2019-12-26,Tech_305,Engine check,11740.79
12984,413,2010-06-07,Tech_499,Avionics upgrade,44226.81
12985,1936,2016-08-28,Tech_226,Avionics upgrade,8735.44
12986,372,2016-05-08,Tech_179,Landing gear,20479.61
12987,2804,2011-03-05,Tech_386,Engine check,5318.37
12988,2023,2022-07-31,Tech_391,Engine check,48135.22
12989,1965,2021-11-30,Tech_140,Avionics upgrade,32712.86
12990,185,2017-08-20,Tech_299,Landing gear,25355.61
12991,367,2019-04-21,Tech_80,Avionics upgrade,32981.75
12992,831,2018-01-26,Tech_377,Landing gear,26382.73
12993,372,2020-10-13,Tech_28,Avionics upgrade,1810.31
12994,2722,2022-11-14,Tech_36,Avionics upgrade,41895.36
12995,765,2020-07-05,Tech_85,Landing gear,34132.4
12996,2102,2021-12-26,Tech_394,Landing gear,32613.58
12997,275,2010-03-08,Tech_356,Avionics upgrade,1772.9
12998,1625,2019-01-09,Tech_292,Landing gear,24786.63
12999,1049,2020-05-17,Tech_26,Landing gear,5390.47
13000,1159,2014-12-09,Tech_85,Avionics upgrade,5623.28
13001,2216,2018-08-21,Tech_229,Landing gear,22582.54
13002,839,2017-06-21,Tech_232,Landing gear,23893.76
13003,609,2014-04-10,Tech_61,Engine check,19709.74
13004,2214,2010-07-23,Tech_140,Landing gear,38312.84
13005,106,2020-09-26,Tech_378,Routine,42227.51
13006,2675,2021-03-26,Tech_360,Landing gear,11137.05
13007,1399,2022-12-02,Tech_78,Engine check,1378.79
13008,426,2011-02-02,Tech_202,Avionics upgrade,19567.09
13009,2546,2010-10-06,Tech_464,Avionics upgrade,29942.51
13010,2565,2011-10-31,Tech_255,Avionics upgrade,8072.21
13011,56,2012-05-02,Tech_38,Landing gear,31117.07
13012,2068,2024-07-12,Tech_173,Landing gear,29691.68
13013,1783,2013-10-02,Tech_406,Engine check,40531.13
13014,615,2023-10-26,Tech_362,Engine check,27125.0
13015,2017,2013-08-05,Tech_288,Routine,3110.05
13016,1839,2018-07-02,Tech_393,Engine check,38574.03
13017,1331,2012-08-01,Tech_414,Routine,42915.37
13018,1014,2020-08-31,Tech_102,Avionics upgrade,21840.68
13019,2630,2011-07-12,Tech_271,Engine check,25816.87
13020,1665,2023-02-28,Tech_198,Avionics upgrade,16281.47
13021,2148,2022-03-21,Tech_418,Routine,7072.26
13022,260,2010-03-02,Tech_462,Avionics upgrade,28752.47
13023,238,2014-10-07,Tech_387,Engine check,6539.52
13024,2359,2018-02-16,Tech_233,Routine,11646.68
13025,1793,2013-10-21,Tech_257,Avionics upgrade,27276.58
13026,925,2019-07-10,Tech_112,Landing gear,22369.78
13027,1939,2023-01-05,Tech_266,Routine,29670.8
13028,2214,2015-02-12,Tech_284,Avionics upgrade,47040.53
13029,377,2024-11-30,Tech_494,Engine check,8973.98
13030,1063,2015-08-12,Tech_427,Routine,23622.74
13031,1810,2015-01-20,Tech_195,Routine,18373.97
13032,1848,2013-04-17,Tech_163,Engine check,20340.23
13033,220,2017-07-01,Tech_404,Avionics upgrade,18361.83
13034,190,2022-10-13,Tech_435,Engine check,11585.8
13035,1576,2013-03-20,Tech_78,Engine check,5622.98
13036,2359,2011-11-02,Tech_446,Routine,18085.94
13037,2676,2010-12-25,Tech_96,Landing gear,29148.43
13038,651,2014-08-04,Tech_252,Landing gear,26768.1
13039,279,2022-01-15,Tech_333,Landing gear,12573.09
13040,748,2021-05-22,Tech_415,Landing gear,20173.83
13041,854,2021-08-27,Tech_343,Engine check,38545.44
13042,2264,2021-04-14,Tech_50,Engine check,32876.22
13043,2720,2011-12-19,Tech_496,Routine,20980.56
13044,1338,2017-11-23,Tech_104,Avionics upgrade,18920.68
13045,1187,2021-06-09,Tech_385,Landing gear,16588.28
13046,822,2014-02-28,Tech_383,Engine check,29263.76
13047,472,2014-03-24,Tech_466,Engine check,38824.66
13048,108,2016-03-15,Tech_76,Engine check,12600.16
13049,1402,2013-09-18,Tech_36,Engine check,14442.13
13050,1508,2016-05-02,Tech_492,Avionics upgrade,27986.18
13051,113,2011-02-01,Tech_381,Routine,37128.47
13052,425,2017-09-06,Tech_62,Routine,29403.55
13053,1121,2010-05-28,Tech_165,Engine check,10687.27
13054,1290,2020-03-13,Tech_117,Engine check,3849.74
13055,1964,2012-03-13,Tech_6,Landing gear,10440.6
13056,1799,2022-07-29,Tech_291,Landing gear,8774.06
13057,2056,2016-08-21,Tech_466,Landing gear,10117.73
13058,2895,2023-07-12,Tech_359,Landing gear,31449.18
13059,725,2015-01-17,Tech_90,Avionics upgrade,24332.54
13060,518,2015-08-24,Tech_420,Landing gear,28654.19
13061,1663,2015-08-31,Tech_386,Landing gear,3209.17
13062,2538,2015-08-01,Tech_200,Engine check,46240.4
13063,442,2013-12-02,Tech_105,Routine,19630.29
13064,1959,2017-07-02,Tech_247,Avionics upgrade,48356.27
13065,843,2014-02-13,Tech_17,Avionics upgrade,17636.0
13066,1751,2014-01-27,Tech_219,Landing gear,16603.03
13067,1124,2021-04-02,Tech_134,Routine,21815.56
13068,2090,2012-12-06,Tech_312,Engine check,13946.35
13069,1555,2021-07-13,Tech_299,Engine check,25541.79
13070,1263,2016-04-08,Tech_137,Engine check,3192.08
13071,149,2017-01-17,Tech_318,Landing gear,36277.11
13072,2773,2023-12-28,Tech_76,Landing gear,19620.74
13073,2455,2022-02-12,Tech_18,Engine check,37083.63
13074,1960,2023-11-15,Tech_32,Avionics upgrade,15529.91
13075,2474,2012-02-17,Tech_282,Routine,13537.1
13076,2543,2014-11-17,Tech_85,Avionics upgrade,13906.06
13077,1715,2024-04-10,Tech_363,Routine,18817.75
13078,552,2012-08-22,Tech_78,Avionics upgrade,42557.83
13079,2043,2024-08-18,Tech_167,Landing gear,47047.81
13080,1356,2019-08-06,Tech_372,Routine,36662.49
13081,2626,2021-12-10,Tech_120,Routine,8261.53
13082,766,2012-07-08,Tech_18,Engine check,15929.0
13083,697,2024-02-27,Tech_377,Avionics upgrade,33848.44
13084,1019,2022-09-22,Tech_378,Engine check,18317.77
13085,608,2015-01-10,Tech_27,Landing gear,1263.02
13086,2808,2024-04-19,Tech_310,Landing gear,36890.88
13087,43,2016-11-14,Tech_450,Engine check,30875.91
13088,767,2022-12-02,Tech_463,Engine check,16519.23
13089,512,2011-08-01,Tech_384,Avionics upgrade,1644.93
13090,2885,2017-04-19,Tech_445,Landing gear,4384.5
13091,1072,2010-02-07,Tech_261,Avionics upgrade,19292.72
13092,1279,2022-09-01,Tech_219,Engine check,35981.4
13093,2649,2019-04-07,Tech_147,Avionics upgrade,17634.61
13094,47,2019-12-20,Tech_342,Landing gear,48998.71
13095,1114,2013-02-28,Tech_407,Routine,6312.11
13096,2149,2020-03-20,Tech_275,Landing gear,26013.32
13097,1972,2013-08-12,Tech_453,Engine check,18510.9
13098,1550,2015-03-01,Tech_3,Engine check,34749.37
13099,554,2019-04-21,Tech_314,Engine check,22721.42
13100,1499,2016-01-05,Tech_90,Engine check,1667.9
13101,1502,2017-12-10,Tech_27,Engine check,41598.41
13102,1180,2020-12-03,Tech_439,Routine,21298.43
13103,1477,2014-06-15,Tech_85,Landing gear,28677.9
13104,357,2016-07-25,Tech_400,Engine check,2607.75
13105,2694,2010-05-08,Tech_15,Avionics upgrade,30304.61
13106,2913,2018-01-01,Tech_370,Engine check,37497.06
13107,2259,2017-05-02,Tech_64,Engine check,43909.09
13108,787,2018-08-15,Tech_140,Routine,5950.21
13109,2053,2021-10-02,Tech_489,Avionics upgrade,13019.85
13110,2188,2018-11-06,Tech_493,Landing gear,33256.16
13111,1874,2021-05-18,Tech_483,Landing gear,18178.87
13112,2329,2014-08-29,Tech_136,Landing gear,43065.68
13113,924,2017-11-26,Tech_162,Routine,26438.7
13114,2142,2011-03-10,Tech_178,Landing gear,6613.54
13115,2021,2019-05-14,Tech_471,Routine,17132.26
13116,1959,2013-04-13,Tech_172,Landing gear,41326.69
