Aircraft ID,Manufacturer,Model,Aircraft Type,Capacity
1318,Cessna,Model_1318,Turboprop,244
1319,Bombardier,Model_1319,Turboprop,124
1320,Airbus,Model_1320,Regional Jet,158
1321,Airbus,Model_1321,Regional Jet,91
1322,Boeing,Model_1322,Regional Jet,176
1323,Bombardier,Model_1323,Wide Body,282
1324,Boeing,Model_1324,Wide Body,275
1325,Airbus,Model_1325,Regional Jet,198
1326,Airbus,Model_1326,Regional Jet,182
1327,Airbus,Model_1327,Turboprop,63
1328,Boeing,Model_1328,Regional Jet,294
1329,Boeing,Model_1329,Wide Body,60
1330,Embraer,Model_1330,Regional Jet,312
1331,Boeing,Model_1331,Narrow Body,364
1332,Cessna,Model_1332,Narrow Body,56
1333,Embraer,Model_1333,Turboprop,90
1334,Embraer,Model_1334,Wide Body,54
1335,Cessna,Model_1335,Wide Body,241
1336,Boeing,Model_1336,Wide Body,309
1337,Cessna,Model_1337,Narrow Body,334
1338,Embraer,Model_1338,Regional Jet,260
1339,Airbus,Model_1339,Wide Body,230
1340,Airbus,Model_1340,Regional Jet,214
1341,Airbus,Model_1341,Regional Jet,143
1342,Cessna,Model_1342,Wide Body,86
1343,Boeing,Model_1343,Turboprop,314
1344,Embraer,Model_1344,Regional Jet,176
1345,Airbus,Model_1345,Narrow Body,126
1346,Airbus,Model_1346,Narrow Body,332
1347,Bombardier,Model_1347,Narrow Body,371
1348,Airbus,Model_1348,Wide Body,354
1349,Bombardier,Model_1349,Wide Body,331
1350,Airbus,Model_1350,Turboprop,121
1351,Airbus,Model_1351,Wide Body,209
1352,Embraer,Model_1352,Narrow Body,224
1353,Boeing,Model_1353,Turboprop,294
1354,Embraer,Model_1354,Narrow Body,254
1355,Cessna,Model_1355,Wide Body,248
1356,Boeing,Model_1356,Regional Jet,223
1357,Cessna,Model_1357,Wide Body,181
1358,Airbus,Model_1358,Turboprop,305
1359,Bombardier,Model_1359,Narrow Body,102
1360,Embraer,Model_1360,Wide Body,122
1361,Boeing,Model_1361,Turboprop,328
1362,Cessna,Model_1362,Wide Body,163
1363,Cessna,Model_1363,Turboprop,94
1364,Embraer,Model_1364,Turboprop,393
1365,Embraer,Model_1365,Wide Body,92
1366,Cessna,Model_1366,Turboprop,163
1367,Airbus,Model_1367,Wide Body,199
1368,Cessna,Model_1368,Wide Body,271
1369,Embraer,Model_1369,Regional Jet,382
1370,Embraer,Model_1370,Wide Body,308
1371,Cessna,Model_1371,Turboprop,351
1372,Embraer,Model_1372,Wide Body,334
1373,Bombardier,Model_1373,Narrow Body,359
1374,Boeing,Model_1374,Regional Jet,91
1375,Boeing,Model_1375,Wide Body,108
1376,Airbus,Model_1376,Narrow Body,119
1377,Embraer,Model_1377,Turboprop,156
1378,Embraer,Model_1378,Regional Jet,60
1379,Cessna,Model_1379,Regional Jet,344
1380,Boeing,Model_1380,Wide Body,268
1381,Boeing,Model_1381,Narrow Body,220
1382,Boeing,Model_1382,Regional Jet,174
1383,Cessna,Model_1383,Wide Body,277
1384,Cessna,Model_1384,Turboprop,306
1385,Cessna,Model_1385,Narrow Body,359
1386,Cessna,Model_1386,Wide Body,384
1387,Boeing,Model_1387,Narrow Body,218
1388,Embraer,Model_1388,Narrow Body,178
1389,Bombardier,Model_1389,Regional Jet,320
1390,Boeing,Model_1390,Narrow Body,371
1391,Airbus,Model_1391,Narrow Body,179
1392,Boeing,Model_1392,Regional Jet,339
1393,Embraer,Model_1393,Wide Body,157
1394,Cessna,Model_1394,Wide Body,323
1395,Embraer,Model_1395,Turboprop,165
1396,Cessna,Model_1396,Narrow Body,335
1397,Airbus,Model_1397,Regional Jet,159
1398,Airbus,Model_1398,Narrow Body,153
1399,Bombardier,Model_1399,Wide Body,60
1400,Boeing,Model_1400,Wide Body,141
1401,Boeing,Model_1401,Turboprop,399
1402,Embraer,Model_1402,Regional Jet,353
1403,Bombardier,Model_1403,Regional Jet,216
1404,Airbus,Model_1404,Wide Body,307
1405,Boeing,Model_1405,Narrow Body,160
1406,Bombardier,Model_1406,Wide Body,74
1407,Airbus,Model_1407,Narrow Body,382
1408,Airbus,Model_1408,Narrow Body,285
1409,Bombardier,Model_1409,Wide Body,357
1410,Bombardier,Model_1410,Regional Jet,308
1411,Bombardier,Model_1411,Regional Jet,393
1412,Bombardier,Model_1412,Turboprop,54
1413,Bombardier,Model_1413,Turboprop,361
1414,Boeing,Model_1414,Regional Jet,79
1415,Airbus,Model_1415,Turboprop,267
1416,Embraer,Model_1416,Narrow Body,344
1417,Boeing,Model_1417,Regional Jet,361
1418,Cessna,Model_1418,Narrow Body,65
1419,Bombardier,Model_1419,Wide Body,306
1420,Bombardier,Model_1420,Regional Jet,325
1421,Embraer,Model_1421,Narrow Body,184
1422,Cessna,Model_1422,Narrow Body,192
1423,Embraer,Model_1423,Turboprop,217
1424,Airbus,Model_1424,Turboprop,107
1425,Embraer,Model_1425,Narrow Body,197
1426,Boeing,Model_1426,Turboprop,389
1427,Cessna,Model_1427,Turboprop,72
1428,Embraer,Model_1428,Wide Body,117
1429,Bombardier,Model_1429,Wide Body,134
1430,Boeing,Model_1430,Regional Jet,130
1431,Cessna,Model_1431,Regional Jet,142
1432,Boeing,Model_1432,Regional Jet,155
1433,Embraer,Model_1433,Turboprop,74
1434,Cessna,Model_1434,Turboprop,77
1435,Airbus,Model_1435,Turboprop,357
1436,Bombardier,Model_1436,Turboprop,344
1437,Boeing,Model_1437,Narrow Body,246
1438,Boeing,Model_1438,Turboprop,66
1439,Embraer,Model_1439,Narrow Body,341
1440,Boeing,Model_1440,Regional Jet,198
1441,Airbus,Model_1441,Wide Body,284
1442,Cessna,Model_1442,Turboprop,170
1443,Boeing,Model_1443,Wide Body,346
1444,Airbus,Model_1444,Turboprop,197
1445,Cessna,Model_1445,Wide Body,202
1446,Embraer,Model_1446,Turboprop,372
1447,Boeing,Model_1447,Narrow Body,79
1448,Boeing,Model_1448,Wide Body,161
1449,Cessna,Model_1449,Wide Body,337
1450,Cessna,Model_1450,Narrow Body,354
1451,Embraer,Model_1451,Wide Body,173
1452,Embraer,Model_1452,Regional Jet,291
1453,Airbus,Model_1453,Turboprop,127
1454,Embraer,Model_1454,Wide Body,179
1455,Bombardier,Model_1455,Narrow Body,140
1456,Boeing,Model_1456,Regional Jet,118
1457,Boeing,Model_1457,Wide Body,376
1458,Bombardier,Model_1458,Turboprop,286
1459,Airbus,Model_1459,Narrow Body,321
1460,Cessna,Model_1460,Turboprop,162
1461,Cessna,Model_1461,Turboprop,312
1462,Boeing,Model_1462,Regional Jet,142
1463,Airbus,Model_1463,Turboprop,340
1464,Cessna,Model_1464,Wide Body,387
1465,Boeing,Model_1465,Turboprop,275
1466,Cessna,Model_1466,Wide Body,356
1467,Boeing,Model_1467,Narrow Body,161
1468,Bombardier,Model_1468,Wide Body,360
1469,Bombardier,Model_1469,Narrow Body,333
1470,Bombardier,Model_1470,Regional Jet,386
1471,Boeing,Model_1471,Regional Jet,262
1472,Cessna,Model_1472,Turboprop,124
1473,Embraer,Model_1473,Turboprop,276
1474,Boeing,Model_1474,Turboprop,342
1475,Embraer,Model_1475,Regional Jet,119
1476,Bombardier,Model_1476,Wide Body,102
1477,Bombardier,Model_1477,Regional Jet,97
1478,Airbus,Model_1478,Turboprop,198
1479,Bombardier,Model_1479,Turboprop,126
1480,Boeing,Model_1480,Regional Jet,390
1481,Airbus,Model_1481,Turboprop,357
1482,Boeing,Model_1482,Wide Body,292
1483,Airbus,Model_1483,Regional Jet,352
1484,Boeing,Model_1484,Narrow Body,361
1485,Airbus,Model_1485,Regional Jet,249
1486,Boeing,Model_1486,Narrow Body,333
1487,Embraer,Model_1487,Regional Jet,200
1488,Boeing,Model_1488,Turboprop,271
1489,Cessna,Model_1489,Turboprop,388
1490,Boeing,Model_1490,Narrow Body,162
1491,Airbus,Model_1491,Narrow Body,396
1492,Airbus,Model_1492,Narrow Body,151
1493,Cessna,Model_1493,Narrow Body,349
1494,Cessna,Model_1494,Regional Jet,276
1495,Boeing,Model_1495,Regional Jet,104
1496,Boeing,Model_1496,Turboprop,239
1497,Bombardier,Model_1497,Turboprop,228
1498,Airbus,Model_1498,Wide Body,340
1499,Airbus,Model_1499,Turboprop,225
1500,Airbus,Model_1500,Turboprop,217
1501,Airbus,Model_1501,Turboprop,221
1502,Embraer,Model_1502,Regional Jet,274
1503,Airbus,Model_1503,Wide Body,227
1504,Cessna,Model_1504,Narrow Body,321
1505,Embraer,Model_1505,Narrow Body,322
1506,Airbus,Model_1506,Wide Body,281
1507,Cessna,Model_1507,Turboprop,111
1508,Boeing,Model_1508,Narrow Body,189
1509,Boeing,Model_1509,Narrow Body,163
1510,Airbus,Model_1510,Regional Jet,290
1511,Cessna,Model_1511,Wide Body,181
1512,Cessna,Model_1512,Regional Jet,56
1513,Airbus,Model_1513,Turboprop,366
1514,Embraer,Model_1514,Regional Jet,165
1515,Bombardier,Model_1515,Turboprop,210
1516,Bombardier,Model_1516,Narrow Body,106
1517,Bombardier,Model_1517,Turboprop,195
1518,Bombardier,Model_1518,Turboprop,384
1519,Boeing,Model_1519,Wide Body,274
1520,Boeing,Model_1520,Turboprop,319
1521,Boeing,Model_1521,Narrow Body,78
1522,Boeing,Model_1522,Wide Body,273
1523,Boeing,Model_1523,Regional Jet,250
1524,Bombardier,Model_1524,Narrow Body,369
1525,Airbus,Model_1525,Turboprop,102
1526,Embraer,Model_1526,Regional Jet,211
1527,Bombardier,Model_1527,Narrow Body,279
1528,Airbus,Model_1528,Narrow Body,166
1529,Boeing,Model_1529,Narrow Body,132
1530,Cessna,Model_1530,Regional Jet,220
1531,Embraer,Model_1531,Regional Jet,263
1532,Boeing,Model_1532,Regional Jet,58
1533,Embraer,Model_1533,Regional Jet,153
1534,Airbus,Model_1534,Regional Jet,349
1535,Cessna,Model_1535,Narrow Body,134
1536,Boeing,Model_1536,Narrow Body,59
1537,Bombardier,Model_1537,Wide Body,156
1538,Cessna,Model_1538,Regional Jet,65
1539,Embraer,Model_1539,Regional Jet,393
1540,Embraer,Model_1540,Wide Body,311
1541,Airbus,Model_1541,Regional Jet,391
1542,Airbus,Model_1542,Wide Body,335
1543,Boeing,Model_1543,Regional Jet,104
1544,Airbus,Model_1544,Regional Jet,269
1545,Embraer,Model_1545,Narrow Body,317
1546,Embraer,Model_1546,Wide Body,188
1547,Boeing,Model_1547,Regional Jet,294
1548,Bombardier,Model_1548,Narrow Body,244
1549,Boeing,Model_1549,Regional Jet,207
1550,Embraer,Model_1550,Turboprop,194
1551,Cessna,Model_1551,Regional Jet,367
1552,Embraer,Model_1552,Turboprop,194
1553,Cessna,Model_1553,Turboprop,352
1554,Airbus,Model_1554,Turboprop,68
1555,Embraer,Model_1555,Turboprop,386
1556,Boeing,Model_1556,Turboprop,295
1557,Bombardier,Model_1557,Narrow Body,207
1558,Cessna,Model_1558,Turboprop,50
1559,Bombardier,Model_1559,Regional Jet,325
1560,Cessna,Model_1560,Regional Jet,136
1561,Airbus,Model_1561,Regional Jet,82
1562,Cessna,Model_1562,Wide Body,238
1563,Embraer,Model_1563,Wide Body,389
1564,Boeing,Model_1564,Narrow Body,381
1565,Embraer,Model_1565,Regional Jet,233
1566,Boeing,Model_1566,Wide Body,307
1567,Embraer,Model_1567,Turboprop,273
1568,Airbus,Model_1568,Turboprop,311
1569,Airbus,Model_1569,Wide Body,276
1570,Boeing,Model_1570,Regional Jet,171
1571,Bombardier,Model_1571,Wide Body,397
1572,Boeing,Model_1572,Narrow Body,352
1573,Embraer,Model_1573,Narrow Body,214
1574,Airbus,Model_1574,Narrow Body,101
1575,Boeing,Model_1575,Regional Jet,298
1576,Bombardier,Model_1576,Regional Jet,195
1577,Cessna,Model_1577,Turboprop,356
1578,Airbus,Model_1578,Turboprop,306
1579,Airbus,Model_1579,Turboprop,301
1580,Bombardier,Model_1580,Narrow Body,345
1581,Bombardier,Model_1581,Wide Body,63
1582,Cessna,Model_1582,Wide Body,205
1583,Cessna,Model_1583,Regional Jet,393
1584,Cessna,Model_1584,Narrow Body,198
1585,Bombardier,Model_1585,Wide Body,127
1586,Bombardier,Model_1586,Turboprop,170
1587,Bombardier,Model_1587,Wide Body,252
1588,Embraer,Model_1588,Wide Body,251
1589,Boeing,Model_1589,Narrow Body,400
1590,Embraer,Model_1590,Turboprop,293
1591,Airbus,Model_1591,Wide Body,345
1592,Cessna,Model_1592,Regional Jet,236
1593,Bombardier,Model_1593,Regional Jet,240
1594,Bombardier,Model_1594,Turboprop,196
1595,Embraer,Model_1595,Turboprop,339
1596,Airbus,Model_1596,Wide Body,397
1597,Airbus,Model_1597,Turboprop,94
1598,Cessna,Model_1598,Regional Jet,251
1599,Boeing,Model_1599,Narrow Body,81
1600,Bombardier,Model_1600,Turboprop,145
1601,Cessna,Model_1601,Narrow Body,332
1602,Airbus,Model_1602,Wide Body,84
1603,Boeing,Model_1603,Turboprop,251
1604,Embraer,Model_1604,Regional Jet,50
1605,Embraer,Model_1605,Narrow Body,234
1606,Bombardier,Model_1606,Regional Jet,203
1607,Cessna,Model_1607,Wide Body,170
1608,Embraer,Model_1608,Regional Jet,370
1609,Bombardier,Model_1609,Narrow Body,193
1610,Cessna,Model_1610,Turboprop,256
1611,Boeing,Model_1611,Regional Jet,82
1612,Embraer,Model_1612,Turboprop,247
1613,Bombardier,Model_1613,Regional Jet,382
1614,Cessna,Model_1614,Wide Body,193
1615,Boeing,Model_1615,Narrow Body,78
1616,Cessna,Model_1616,Wide Body,394
1617,Embraer,Model_1617,Wide Body,67
1618,Airbus,Model_1618,Narrow Body,277
1619,Embraer,Model_1619,Wide Body,328
1620,Bombardier,Model_1620,Wide Body,354
1621,Airbus,Model_1621,Regional Jet,330
1622,Boeing,Model_1622,Wide Body,224
1623,Cessna,Model_1623,Narrow Body,161
1624,Bombardier,Model_1624,Regional Jet,250
1625,Airbus,Model_1625,Turboprop,295
1626,Airbus,Model_1626,Turboprop,264
1627,Boeing,Model_1627,Narrow Body,85
1628,Cessna,Model_1628,Turboprop,321
1629,Boeing,Model_1629,Narrow Body,108
1630,Cessna,Model_1630,Regional Jet,393
1631,Boeing,Model_1631,Narrow Body,78
1632,Boeing,Model_1632,Narrow Body,130
1633,Bombardier,Model_1633,Regional Jet,395
1634,Bombardier,Model_1634,Regional Jet,112
1635,Cessna,Model_1635,Regional Jet,182
1636,Boeing,Model_1636,Wide Body,247
1637,Airbus,Model_1637,Wide Body,197
1638,Bombardier,Model_1638,Narrow Body,159
1639,Airbus,Model_1639,Wide Body,193
1640,Cessna,Model_1640,Wide Body,350
1641,Cessna,Model_1641,Narrow Body,369
1642,Bombardier,Model_1642,Wide Body,278
1643,Bombardier,Model_1643,Regional Jet,355
1644,Embraer,Model_1644,Regional Jet,55
1645,Cessna,Model_1645,Turboprop,197
1646,Bombardier,Model_1646,Turboprop,80
1647,Cessna,Model_1647,Turboprop,240
1648,Boeing,Model_1648,Narrow Body,242
1649,Boeing,Model_1649,Wide Body,107
1650,Cessna,Model_1650,Wide Body,239
1651,Airbus,Model_1651,Turboprop,322
1652,Bombardier,Model_1652,Regional Jet,112
1653,Airbus,Model_1653,Regional Jet,322
1654,Airbus,Model_1654,Turboprop,118
1655,Embraer,Model_1655,Wide Body,271
1656,Cessna,Model_1656,Turboprop,267
1657,Boeing,Model_1657,Wide Body,108
1658,Cessna,Model_1658,Wide Body,188
1659,Embraer,Model_1659,Wide Body,351
1660,Cessna,Model_1660,Turboprop,318
1661,Airbus,Model_1661,Turboprop,302
1662,Cessna,Model_1662,Regional Jet,359
1663,Cessna,Model_1663,Wide Body,219
1664,Boeing,Model_1664,Narrow Body,127
1665,Cessna,Model_1665,Wide Body,78
1666,Embraer,Model_1666,Wide Body,241
1667,Boeing,Model_1667,Narrow Body,340
1668,Airbus,Model_1668,Wide Body,376
1669,Cessna,Model_1669,Wide Body,233
1670,Embraer,Model_1670,Wide Body,282
1671,Bombardier,Model_1671,Regional Jet,361
1672,Bombardier,Model_1672,Wide Body,57
1673,Airbus,Model_1673,Wide Body,332
1674,Embraer,Model_1674,Wide Body,92
1675,Bombardier,Model_1675,Wide Body,393
1676,Airbus,Model_1676,Regional Jet,356
1677,Embraer,Model_1677,Narrow Body,269
1678,Airbus,Model_1678,Regional Jet,278
1679,Bombardier,Model_1679,Regional Jet,328
1680,Boeing,Model_1680,Narrow Body,181
1681,Airbus,Model_1681,Turboprop,323
1682,Airbus,Model_1682,Narrow Body,293
1683,Bombardier,Model_1683,Wide Body,262
1684,Cessna,Model_1684,Wide Body,182
1685,Embraer,Model_1685,Regional Jet,373
1686,Cessna,Model_1686,Turboprop,317
1687,Airbus,Model_1687,Turboprop,234
1688,Airbus,Model_1688,Turboprop,328
1689,Embraer,Model_1689,Narrow Body,81
1690,Embraer,Model_1690,Narrow Body,75
1691,Cessna,Model_1691,Regional Jet,220
1692,Embraer,Model_1692,Wide Body,116
1693,Boeing,Model_1693,Regional Jet,386
1694,Boeing,Model_1694,Wide Body,204
1695,Cessna,Model_1695,Regional Jet,393
1696,Boeing,Model_1696,Regional Jet,225
1697,Embraer,Model_1697,Regional Jet,241
1698,Embraer,Model_1698,Wide Body,163
1699,Airbus,Model_1699,Narrow Body,344
1700,Embraer,Model_1700,Turboprop,121
1701,Cessna,Model_1701,Regional Jet,220
1702,Bombardier,Model_1702,Regional Jet,308
1703,Embraer,Model_1703,Turboprop,274
1704,Airbus,Model_1704,Wide Body,267
1705,Cessna,Model_1705,Narrow Body,128
1706,Boeing,Model_1706,Regional Jet,237
1707,Boeing,Model_1707,Wide Body,95
1708,Airbus,Model_1708,Turboprop,327
1709,Bombardier,Model_1709,Narrow Body,303
1710,Boeing,Model_1710,Turboprop,396
1711,Boeing,Model_1711,Wide Body,293
1712,Boeing,Model_1712,Wide Body,229
1713,Bombardier,Model_1713,Narrow Body,349
1714,Cessna,Model_1714,Wide Body,108
1715,Bombardier,Model_1715,Turboprop,332
1716,Cessna,Model_1716,Narrow Body,119
1717,Embraer,Model_1717,Turboprop,218
1718,Bombardier,Model_1718,Narrow Body,120
1719,Cessna,Model_1719,Wide Body,78
1720,Boeing,Model_1720,Narrow Body,165
1721,Bombardier,Model_1721,Wide Body,199
1722,Bombardier,Model_1722,Narrow Body,341
1723,Cessna,Model_1723,Regional Jet,225
1724,Cessna,Model_1724,Wide Body,246
1725,Airbus,Model_1725,Narrow Body,228
1726,Embraer,Model_1726,Narrow Body,291
1727,Bombardier,Model_1727,Narrow Body,360
1728,Boeing,Model_1728,Turboprop,97
1729,Airbus,Model_1729,Narrow Body,356
1730,Boeing,Model_1730,Narrow Body,368
1731,Cessna,Model_1731,Wide Body,290
1732,Embraer,Model_1732,Wide Body,230
1733,Embraer,Model_1733,Wide Body,252
1734,Cessna,Model_1734,Narrow Body,164
1735,Bombardier,Model_1735,Narrow Body,376
1736,Airbus,Model_1736,Turboprop,267
1737,Embraer,Model_1737,Turboprop,231
1738,Cessna,Model_1738,Narrow Body,58
1739,Airbus,Model_1739,Turboprop,177
1740,Cessna,Model_1740,Turboprop,237
1741,Boeing,Model_1741,Wide Body,303
1742,Airbus,Model_1742,Wide Body,221
1743,Airbus,Model_1743,Narrow Body,88
1744,Airbus,Model_1744,Narrow Body,181
1745,Airbus,Model_1745,Regional Jet,219
1746,Airbus,Model_1746,Turboprop,64
1747,Boeing,Model_1747,Wide Body,172
1748,Bombardier,Model_1748,Turboprop,230
1749,Bombardier,Model_1749,Turboprop,135
1750,Cessna,Model_1750,Regional Jet,371
1751,Embraer,Model_1751,Regional Jet,332
1752,Embraer,Model_1752,Narrow Body,336
1753,Cessna,Model_1753,Turboprop,165
1754,Cessna,Model_1754,Regional Jet,382
1755,Bombardier,Model_1755,Turboprop,359
1756,Cessna,Model_1756,Regional Jet,62
1757,Cessna,Model_1757,Wide Body,301
1758,Bombardier,Model_1758,Wide Body,252
1759,Airbus,Model_1759,Turboprop,124
1760,Embraer,Model_1760,Turboprop,378
1761,Airbus,Model_1761,Wide Body,294
1762,Embraer,Model_1762,Regional Jet,305
1763,Cessna,Model_1763,Regional Jet,67
1764,Boeing,Model_1764,Narrow Body,245
1765,Embraer,Model_1765,Wide Body,178
1766,Embraer,Model_1766,Wide Body,127
1767,Airbus,Model_1767,Wide Body,100
1768,Boeing,Model_1768,Wide Body,163
1769,Boeing,Model_1769,Turboprop,70
1770,Cessna,Model_1770,Wide Body,182
1771,Boeing,Model_1771,Regional Jet,329
1772,Airbus,Model_1772,Narrow Body,337
1773,Cessna,Model_1773,Narrow Body,145
1774,Boeing,Model_1774,Wide Body,176
1775,Embraer,Model_1775,Turboprop,103
1776,Boeing,Model_1776,Regional Jet,249
1777,Cessna,Model_1777,Wide Body,133
1778,Airbus,Model_1778,Wide Body,198
1779,Embraer,Model_1779,Regional Jet,257
1780,Cessna,Model_1780,Regional Jet,391
1781,Airbus,Model_1781,Regional Jet,216
1782,Cessna,Model_1782,Regional Jet,360
1783,Boeing,Model_1783,Wide Body,310
1784,Bombardier,Model_1784,Regional Jet,387
1785,Cessna,Model_1785,Regional Jet,182
1786,Bombardier,Model_1786,Regional Jet,194
1787,Boeing,Model_1787,Wide Body,158
1788,Embraer,Model_1788,Turboprop,87
1789,Embraer,Model_1789,Wide Body,185
1790,Bombardier,Model_1790,Wide Body,93
1791,Boeing,Model_1791,Turboprop,333
1792,Airbus,Model_1792,Regional Jet,133
1793,Boeing,Model_1793,Wide Body,397
1794,Embraer,Model_1794,Turboprop,87
1795,Bombardier,Model_1795,Turboprop,98
1796,Bombardier,Model_1796,Regional Jet,303
1797,Bombardier,Model_1797,Narrow Body,150
1798,Bombardier,Model_1798,Turboprop,168
1799,Embraer,Model_1799,Regional Jet,133
1800,Embraer,Model_1800,Regional Jet,274
1801,Bombardier,Model_1801,Regional Jet,372
1802,Bombardier,Model_1802,Narrow Body,102
1803,Airbus,Model_1803,Wide Body,389
1804,Cessna,Model_1804,Regional Jet,364
1805,Bombardier,Model_1805,Regional Jet,80
1806,Airbus,Model_1806,Turboprop,319
1807,Boeing,Model_1807,Regional Jet,163
1808,Boeing,Model_1808,Regional Jet,357
1809,Embraer,Model_1809,Narrow Body,136
1810,Cessna,Model_1810,Turboprop,155
1811,Bombardier,Model_1811,Turboprop,296
1812,Boeing,Model_1812,Narrow Body,208
1813,Bombardier,Model_1813,Regional Jet,65
1814,Airbus,Model_1814,Wide Body,353
1815,Boeing,Model_1815,Wide Body,55
1816,Bombardier,Model_1816,Regional Jet,171
1817,Embraer,Model_1817,Narrow Body,242
1818,Bombardier,Model_1818,Turboprop,309
1819,Embraer,Model_1819,Regional Jet,94
1820,Airbus,Model_1820,Regional Jet,80
1821,Bombardier,Model_1821,Turboprop,322
1822,Boeing,Model_1822,Regional Jet,249
1823,Cessna,Model_1823,Turboprop,327
1824,Airbus,Model_1824,Wide Body,82
1825,Bombardier,Model_1825,Turboprop,267
1826,Embraer,Model_1826,Wide Body,266
1827,Bombardier,Model_1827,Turboprop,383
1828,Embraer,Model_1828,Narrow Body,131
1829,Boeing,Model_1829,Narrow Body,64
1830,Airbus,Model_1830,Turboprop,84
1831,Bombardier,Model_1831,Narrow Body,243
1832,Boeing,Model_1832,Wide Body,305
1833,Embraer,Model_1833,Wide Body,345
1834,Boeing,Model_1834,Wide Body,178
1835,Bombardier,Model_1835,Wide Body,317
1836,Embraer,Model_1836,Turboprop,111
1837,Airbus,Model_1837,Regional Jet,62
1838,Cessna,Model_1838,Narrow Body,242
1839,Boeing,Model_1839,Turboprop,343
1840,Boeing,Model_1840,Wide Body,190
1841,Bombardier,Model_1841,Wide Body,141
1842,Bombardier,Model_1842,Turboprop,390
1843,Airbus,Model_1843,Regional Jet,218
1844,Embraer,Model_1844,Turboprop,314
1845,Boeing,Model_1845,Narrow Body,137
1846,Embraer,Model_1846,Wide Body,50
1847,Airbus,Model_1847,Regional Jet,54
1848,Cessna,Model_1848,Regional Jet,241
1849,Cessna,Model_1849,Wide Body,273
1850,Embraer,Model_1850,Regional Jet,111
1851,Airbus,Model_1851,Turboprop,289
1852,Cessna,Model_1852,Turboprop,63
1853,Embraer,Model_1853,Wide Body,319
1854,Embraer,Model_1854,Narrow Body,94
1855,Bombardier,Model_1855,Narrow Body,257
1856,Cessna,Model_1856,Wide Body,338
1857,Airbus,Model_1857,Turboprop,212
1858,Embraer,Model_1858,Regional Jet,258
1859,Embraer,Model_1859,Turboprop,111
1860,Boeing,Model_1860,Regional Jet,121
1861,Embraer,Model_1861,Narrow Body,283
1862,Embraer,Model_1862,Regional Jet,396
1863,Cessna,Model_1863,Turboprop,308
1864,Bombardier,Model_1864,Turboprop,385
1865,Bombardier,Model_1865,Narrow Body,100
1866,Bombardier,Model_1866,Regional Jet,217
1867,Boeing,Model_1867,Turboprop,373
1868,Boeing,Model_1868,Narrow Body,396
1869,Cessna,Model_1869,Narrow Body,177
1870,Embraer,Model_1870,Narrow Body,115
1871,Embraer,Model_1871,Wide Body,97
1872,Boeing,Model_1872,Regional Jet,168
1873,Airbus,Model_1873,Regional Jet,326
1874,Boeing,Model_1874,Regional Jet,260
1875,Cessna,Model_1875,Wide Body,162
1876,Bombardier,Model_1876,Regional Jet,158
1877,Airbus,Model_1877,Wide Body,147
1878,Bombardier,Model_1878,Turboprop,82
1879,Embraer,Model_1879,Turboprop,159
1880,Bombardier,Model_1880,Narrow Body,255
1881,Airbus,Model_1881,Wide Body,60
1882,Cessna,Model_1882,Narrow Body,318
1883,Bombardier,Model_1883,Wide Body,299
1884,Airbus,Model_1884,Regional Jet,388
1885,Cessna,Model_1885,Wide Body,57
1886,Cessna,Model_1886,Narrow Body,339
1887,Airbus,Model_1887,Regional Jet,222
1888,Airbus,Model_1888,Wide Body,363
1889,Boeing,Model_1889,Wide Body,343
1890,Embraer,Model_1890,Wide Body,256
1891,Boeing,Model_1891,Narrow Body,245
1892,Airbus,Model_1892,Wide Body,280
1893,Airbus,Model_1893,Regional Jet,116
1894,Boeing,Model_1894,Turboprop,252
1895,Boeing,Model_1895,Regional Jet,248
1896,Embraer,Model_1896,Wide Body,113
1897,Cessna,Model_1897,Regional Jet,242
1898,Bombardier,Model_1898,Wide Body,144
1899,Cessna,Model_1899,Regional Jet,113
1900,Embraer,Model_1900,Wide Body,271
1901,Bombardier,Model_1901,Narrow Body,324
1902,Boeing,Model_1902,Turboprop,389
1903,Bombardier,Model_1903,Turboprop,159
1904,Bombardier,Model_1904,Turboprop,206
1905,Embraer,Model_1905,Regional Jet,315
1906,Cessna,Model_1906,Regional Jet,214
1907,Embraer,Model_1907,Wide Body,117
1908,Cessna,Model_1908,Regional Jet,394
1909,Airbus,Model_1909,Wide Body,236
1910,Embraer,Model_1910,Turboprop,305
1911,Airbus,Model_1911,Wide Body,208
1912,Boeing,Model_1912,Wide Body,141
1913,Cessna,Model_1913,Regional Jet,245
1914,Airbus,Model_1914,Turboprop,357
1915,Embraer,Model_1915,Narrow Body,262
1916,Embraer,Model_1916,Regional Jet,311
1917,Boeing,Model_1917,Turboprop,299
1918,Bombardier,Model_1918,Wide Body,122
1919,Cessna,Model_1919,Regional Jet,293
1920,Cessna,Model_1920,Turboprop,113
1921,Boeing,Model_1921,Wide Body,127
1922,Boeing,Model_1922,Turboprop,311
1923,Cessna,Model_1923,Turboprop,218
1924,Embraer,Model_1924,Regional Jet,119
1925,Airbus,Model_1925,Turboprop,304
1926,Cessna,Model_1926,Narrow Body,205
1927,Airbus,Model_1927,Narrow Body,197
1928,Airbus,Model_1928,Narrow Body,388
1929,Boeing,Model_1929,Wide Body,142
1930,Airbus,Model_1930,Wide Body,367
1931,Bombardier,Model_1931,Turboprop,255
1932,Airbus,Model_1932,Narrow Body,140
1933,Airbus,Model_1933,Wide Body,339
